,waktu,user,text,STOP_REMOVAL,STEMMING,label
214,2021-11-25 10:15:29+00:00,detikcom,bukan sekedar isapan jempol sistem smart kontrak nft dapat membuat orang kaya dalam waktu singkat,sekedar isapan jempol sistem smart kontrak nft orang kaya singkat,dar isap jempol sistem smart kontrak nft orang kaya singkat,false
215,2021-11-25 10:15:28+00:00,mariadinynia, yes yes yes semoga hal disampaikan dgn tegas oleh faldo ini benar amp tdk berubah lagi pakde jangan mau ikut , yes yes yes semoga dgn faldo amp tdk berubah pakde,yes yes yes moga dgn faldo amp tdk ubah pakde,false
216,2021-11-25 10:15:27+00:00,bonie0959, menyatakan cipta kerja bertentangan dengan uud 1945, cipta kerja bertentangan uud 1945,cipta kerja tentang uud 1945,true
217,2021-11-25 10:15:25+00:00,voidotid,gubernur kalimantan barat sutarmidji mengatakan aktivitas pertambangan emas tanpa izin peti wilayah kalimantan,gubernur kalimantan barat sutarmidji mengatakan aktivitas pertambangan emas tanpa izin peti wilayah kalimantan,gubernur kalimantan barat sutarmidji aktivitas tambang emas izin peti wilayah kalimantan,true
218,2021-11-25 10:15:24+00:00,busumaju, menyatakan cipta kerja bertentangan dengan uud 1945, cipta kerja bertentangan uud 1945,cipta kerja tentang uud 1945,true
219,2021-11-25 10:15:22+00:00,ikhwan_sumaz, dyson tamatkan hubungan dengan pembekalnya malaysia atas dakwaan buruh paksa awaninews awani745, dyson tamatkan hubungan pembekalnya malaysia dakwaan buruh paksa awaninews awani745,dyson tamat hubung bekal malaysia dakwa buruh paksa awaninews awani745,true
220,2021-11-25 10:15:17+00:00,bandy_hudiharto, giliran sudah terjepit pakai tameng presiden jokowi camkan ini semua yang terkait formula sepenuhnya kewenangan pemprov dki , giliran terjepit pakai tameng presiden jokowi camkan terkait formula sepenuhnya kewenangan pemprov dki,gilir jepit pakai tameng presiden jokowi cam kait formula sepenuh wenang pemprov dki,true
221,2021-11-25 10:15:16+00:00,yovita030699, sejak awal fpks dpr menolak cipta kerja sudah ingatkan bahwa dalam penyusunan harus cermat melibatkan banyak stakehol, fpks dpr menolak cipta kerja ingatkan penyusunan harus cermat melibatkan stakeholder,fpks dpr tolak cipta kerja ingat susun cermat libat stakeholder,true
222,2021-11-25 10:15:15+00:00,nunaraesa,ngikut gitu aja sih tapi berita aku gak lihat ini kasus apa karena gak lewat pas aku nonton entah,ngikut gitu aja sih berita gak lihat gak pas nonton,ngikut gitu aja sih berita gak lihat gak pas nonton,false
223,2021-11-25 10:15:14+00:00,abdi_nagari, rakyat mendagri ini luar biasa begitu melihat data serapan apbd daerah daerah realisasi nya diatas , rakyat mendagri ini luar biasa begitu melihat data serapan apbd di daerah daerah realisasi nya diatas 80%,rakyat mendagri data serap apbd daerah daerah realisasi nya atas 80 ,true
224,2021-11-25 10:15:09+00:00,dsrmi, cipta kerja inkonstitusional buang tong sampah yang dibutuhkan rakyat indonesia adalah anti uu oligarki, cipta kerja inkonstitusional buang tong sampah dibutuhkan rakyat indonesia uu anti oligarki,cipta kerja inkonstitusional buang tong sampah butuh rakyat indonesia uu anti oligarki,false
225,2021-11-25 10:15:06+00:00,ardiez1897, back jual beli mulai dari beli dagangan bungkus dan kirim data ekspedisi ujung2nya ada ongkang2 kaki tinggal nagih upetii, back jual beli beli dagangan bungkus kirim data ekspedisi ujung2nya ongkang2 kaki tinggal nagih upetii,back jual beli beli dagang bungkus kirim data ekspedisi ujung2nya ongkang2 kaki tinggal nagih upeti,false
226,2021-11-25 10:15:06+00:00,andracadabra1, apresiasi pemda yang apbd nya tinggi ini luar biasa mantap percepatrealisasiapbd, apresiasi pemda apbd nya mantap percepatrealisasiapbd,apresiasi pemda apbd nya mantap percepatrealisasiapbd,true
227,2021-11-25 10:15:04+00:00,salatigapd,gugatan kubu klb moeldoko vs yasonna ditolak ptun jakarta,gugatan kubu klb moeldoko vs yasonna ditolak ptun jakarta,gugat kubu klb moeldoko vs yasonna tolak ptun jakarta,true
228,2021-11-25 10:15:04+00:00,abdmuiz104, hari ini ada keluar berita tentang pembelian bailout konsesi aes zaman najib dengan harga kesuluruhan berjumlah rm668 , berita pembelian bailout konsesi aes zaman najib harga kesuluruhan rm668,berita beli bailout konsesi aes zaman najib harga kesuluruhan rm668,false
229,2021-11-25 10:15:03+00:00,jawapos,soal tol walhi tuding pernyataan ketua komisi iii dprd bali sesat,soal tol walhi tuding pernyataan ketua komisi iii dprd bali sesat,tol walhi tuding nyata ketua komisi iii dprd bal sesat,true
230,2021-11-25 10:15:03+00:00,starshapedfluff, dyson tamatkan hubungan dengan pembekalnya malaysia atas dakwaan buruh paksa awaninews awani745, dyson tamatkan hubungan pembekalnya malaysia dakwaan buruh paksa awaninews awani745,dyson tamat hubung bekal malaysia dakwa buruh paksa awaninews awani745,true
231,2021-11-25 10:15:00+00:00,sspringsn0w, roti gardenia naik harga bermula disember awaninews awani745, roti gardenia harga disember awaninews awani745,roti gardenia harga sember awaninews awani745,true
232,2021-11-25 10:15:00+00:00,goal_id,jamie carragher ikut jengkel melihat trio mnm tampil malas malasan punya banyak pemain berlabel bintang tidak men,jamie carragher ikut jengkel melihat trio mnm tampil malas malasan,jamie carragher jengkel trio mnm tampil malas malas,true
233,2021-11-25 10:14:54+00:00,andracadabra1, percepatrealisasiapbd mendagri menuturkan terdapat daerah-daerah dengan capaian realisasi belanja yang tinggi dan rendah, mendagri menuturkan terdapat daerah-daerah dengan capaian realisasi belanja yang tinggi dan rendah,mendagri daerah capai realisasi belanja rendah,true
234,2021-11-25 10:14:51+00:00,spencersilveri1, nur sajat bakal muncul dalam the ellen show awaninews awani745 hiburan, nur sajat muncul the ellen show awaninews awani745 hiburan,nur sajat muncul the ellen show awaninews awani745 hibur,true
235,2021-11-25 10:14:49+00:00,dilashadylla, roti gardenia naik harga bermula disember awaninews awani745, roti gardenia harga disember awaninews awani745,roti gardenia harga sember awaninews awani745,true
236,2021-11-25 10:14:45+00:00,bakomstraj,demokrat dalam berita demokratharapanrakyat bareng ahy ,demokrat berita demokratharapanrakyat bareng ahy,demokrat berita demokratharapanrakyat bareng ahy,true 
237,2021-11-25 10:14:44+00:00,srufamin, gotbener jangan kasih enak terus harus tanggung jawab atas kedunguan sendiri, gotbener kasih enak tanggung kedunguan,gotbener kasih enak tanggung dungu,false
238,2021-11-25 10:14:42+00:00,andracadabra1, percepatrealisasiapbd mendagri menuturkan terdapat daerah-daerah dengan capaian realisasi belanja yang tinggi dan rendah, mendagri menuturkan terdapat daerah-daerah dengan capaian realisasi belanja yang tinggi dan rendah,mendagri daerah capai realisasi belanja rendah,
239,2021-11-25 10:14:30+00:00,abdi_nagari, agan1 mendagri tito karnavian meminta seluruh kepala daerah untuk mempercepat realisasi apbd, mendagri tito karnavian meminta seluruh kepala daerah untuk mempercepat realisasi apbd,mendagri tito karnavian kepala daerah cepat realisasi apbd,true
240,2021-11-25 10:14:27+00:00,rikkykurus4, formula itu tidak masuk program resmi pembangunan jakarta baik jangka pendek menengah maupun jangka panjang bakapa, formula tidak masuk program resmi pembangunan jakarta jangka pendek menengah maupun jangka panjang,formula masuk program resmi bangun jakarta jangka pendek tengah jangka,false
241,2021-11-25 10:14:27+00:00,tqcamp96, kecanduan film porno pelaku perkosa dan bunuh anak tetangga,kecanduan film porno pelaku perkosa dan bunuh anak tetangga,candu film porno laku perkosa bunuh anak tetangga,true
242,2021-11-25 10:14:18+00:00,amalsurya,pelaku yang terlibat di pengroyokan anak ini semuanya usia anak dan pelaku yg suami istri itu menikah siri krn juga masih usia anak,pelaku yang terlibat di pengroyokan anak ini semuanya usia anak dan pelaku yg suami istri itu menikah siri krn juga masih usia anak,laku libat pengroyokan anak usia anak laku yg suami istri meni siri krn usia anak,true
243,2021-11-25 10:14:17+00:00,tedywjaya, menyatakan cipta kerja bertentangan dengan uud 1945, cipta kerja bertentangan uud 1945,cipta kerja tentang uud 1945,true
244,2021-11-25 10:14:16+00:00,aesthelll, nctbase jangan heran nanti kalau jaemin jadi pembawa berita cuaca saingan sama jeno bmkg, nctbase heran jaemin pembawa berita cuaca saingan jeno bmkg,nctbase heran jaemin bawa berita cuaca saing jeno bmkg,false
245,2021-11-25 10:14:14+00:00,xn0nam3xx, adakah berdegup jantunghati kita apabila membaca berita sebegini atau tak kisah jika tak rasa apa2 mungkin bagus juga tanya, adakah berdegup jantunghati membaca berita kisah apa2 bagus,ada degup jantunghati baca berita kisah apa2 bagus,false
246,2021-11-25 10:14:07+00:00,tvonenews,kapal pembawa 11 turis asing terbalik di mentawai,kapal pembawa 11 turis asing terbalik di mentawai,kapal bawa 11 turis asing balik tawa,true
247,2021-11-25 10:14:05+00:00,tvonenews,indonesia open minions lolos perempat final,indonesia open minions lolos perempat final,indonesia open minions lolos empat final,true
248,2021-11-25 10:14:05+00:00,aniswilujeng12, foto kebersamaan yuki kato dengan dita secret number dan jang hansol lucu banget ekspresinya, foto kebersamaan yuki kato dita secret number jang hansol lucu banget ekspresinya,foto sama yuk kato dita secret number jang hansol lucu banget ekspresi,true
249,2021-11-25 10:14:05+00:00,hfnz9, penafian sebaran berita palsu berkaitan status eksesais pengambilan pdrm sumber unit pengambilan polis diraja malaysia https, penafian sebaran berita palsu berkaitan status eksesais pengambilan pdrm sumber unit pengambilan polis diraja malaysia,nafi sebar berita palsu kait status eksesais ambil pdrm sumber unit ambil polis diraja malaysia,true
250,2021-11-25 10:14:05+00:00,gosumutdotcom,ringkus terduga pengedar narkoba reskrim kualuh hulu sita sabu dan samurai,ringkus terduga pengedar narkoba reskrim kualuh hulu sita sabu samurai,ringkus duga edar narkoba reskrim kualuh hulu sita sabu samurai,true
251,2021-11-25 10:14:04+00:00,firlyxion, berita kek gini juga ampas banget menurutku gala pun pasti mana mau jadi sultan cilik kalo harus kehilangan, berita kek gini ampas banget menurutku gala sultan cilik kalo kehilangan,berita kek gin ampas banget turut gala sultan cilik kalo hilang,false
252,2021-11-25 10:14:03+00:00,msjhuang, terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab pemerintah daerah dan penyelenggara, terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab pemerintah daerah dan penyelenggara,kait isu pilih vanue formula tentu presiden tegas tanggung perintah daerah selenggara,true
253,2021-11-25 10:14:03+00:00,nfitria577nur,berita isinya ttg kemalangan anak indonesia trs mulai korban pedofil penganiayaan smpe anak kecil bunuh anak kecil,berita isinya ttg kemalangan anak indonesia trs korban pedofil penganiayaan smpe anak bunuh anak,berita isi ttg malang anak indonesia trs korban pedofil aniaya smpe anak bunuh anak,false
254,2021-11-25 10:14:02+00:00,imanboer,terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab pemerintah daerah dan penyelenggara,terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab pemerintah daerah dan penyelenggara,kait isu pilih vanue formula tentu presiden tegas tanggung perintah daerah selenggara,true
255,2021-11-25 10:13:59+00:00,nama_pendek,astagfirulllah makin hari makin banyak berita kekerasan seksual anak dibawah umur jadi ngeri2 nnti kalo punya anak,astagfirulllah berita kekerasan seksual anak dibawah umur ngeri2 nnti kalo anak,astagfirulllah berita keras seksual anak bawah umur ngeri2 nnti kalo anak,false
256,2021-11-25 10:13:58+00:00,antaralampung,cedera shesar menyerah babak kedua indonesia open,cedera shesar menyerah babak kedua indonesia open,cedera shesar serah babak indonesia open,true
257,2021-11-25 10:13:58+00:00,rizkihadi,terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab pemerintah daerah dan penyelenggara,terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab pemerintah daerah dan penyelenggara,kait isu pilih vanue formula tentu presiden tegas tanggung perintah daerah selenggara,true
258,2021-11-25 10:13:56+00:00,dontcryindokid, sesuatu tek3n presiden bertentangan dgn konstitusi implikasinya apa dicerahkan lah kita dong, tek3n presiden bertentangan dgn konstitusi implikasinya dicerahkan,tek3n presiden tentang dgn konstitusi implikasi cerah,false
259,2021-11-25 10:13:54+00:00,jaksakita,kapuspenkum kejagung leonard eben ezer simanjuntak menyampaikan kejagung tlh melelang barang rampasan berupa ,kapuspenkum kejagung leonard eben ezer simanjuntak kejagung tlh melelang barang rampasan,kapuspenkum jagung leonard eben ezer simanjuntak jagung tlh lelang barang rampas,true
260,2021-11-25 10:13:54+00:00,hellobrightt,lelen gaada berita itu sii laku pasti beritanya,lelen gaada berita sii laku beritanya,lelen gaada berita sii laku berita,false
261,2021-11-25 10:13:49+00:00,_ummmiiii, kit ujian covid boleh dibeli serendah rm4.90 menteri awaninews awani745, kit ujian covid dibeli serendah rm4.90 menteri awaninews awani745,kit uji covid beli serendah rm4 90 menteri awaninews awani745,true
262,2021-11-25 10:13:48+00:00,anyelirdarlaaa, proyek2 mercusuar hibah2 dari triliunan miliaran tapi gak peduli warga berak sembarangan kok gak malu, proyek2 mercusuar hibah2 triliunan miliaran gak peduli warga berak sembarangan gak malu,proyek2 mercusuar hibah2 triliun miliar gak peduli warga berak sembarang gak malu,false
263,2021-11-25 10:13:48+00:00,solihpopeye, memerintahkan dpr dan pemerintah untuk memperbaiki uu cipta kerja dalam jangka waktu tahun depan bagaimana bila tida, memerintahkan dpr pemerintah memperbaiki uu cipta kerja,perintah dpr perintah baik uu cipta kerja,true
264,2021-11-25 10:13:46+00:00,klikanggaran,berita palsu tentang kesepakatan ganja antara australia dan taliban menjadi headline secara global kok bisa,berita palsu kesepakatan ganja australia taliban headline global,berita palsu sepakat ganja australia talib headline global,true
265,2021-11-25 10:13:46+00:00,paulus_willy, wah piye ini piyu solihin loe sdh semangat bet posting cebong bunuh diri massal junjungan dikonter berita , piye piyu solihin loe sdh semangat bet posting cebong bunuh massal junjungan dikonter berita,piye piyu solihin loe sdh semangat bet posting cebong bunuh massal junjung konter berita,false
266,2021-11-25 10:13:45+00:00,synablqs, dyson tamatkan hubungan dengan pembekalnya malaysia atas dakwaan buruh paksa awaninews awani745, dyson tamatkan hubungan pembekalnya malaysia dakwaan buruh paksa awaninews awani745,dyson tamat hubung bekal malaysia dakwa buruh paksa awaninews awani745,true
267,2021-11-25 10:13:35+00:00,consulting_sf,kanwil bea cukai kalbagtim beri izin kawasan berikat perusahaan cpo balikpapan komitmen bea cukai untuk terus,kanwil bea cukai kalbagtim izin kawasan berikat perusahaan cpo balikpapan komitmen bea cukai,kanwil bea cukai kalbagtim izin kawasan ikat usaha cpo balikpapan komitmen bea cukai,true
268,2021-11-25 10:13:33+00:00,djnxeo, terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab pemprov dki, terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab pemprov dki,kait isu pilih vanue formula tentu presiden tegas tanggung pemprov dki,true
269,2021-11-25 10:13:30+00:00,jhondav69331174, kemendag memprediksi kenaikan harga minyak goreng berlangsung hingga tahun depan berapa kisaran harganya, kemendag memprediksi kenaikan harga minyak goreng hingga tahun depan,kemendag prediksi naik harga minyak goreng,true
270,2021-11-25 10:13:28+00:00,dellta_metroda,justru ini malah membuat arteria malu saat orang lain bersikap dewasa meminta maaf ,arteria malu orang bersikap dewasa maaf,arteria malu orang sikap dewasa maaf,false
271,2021-11-25 10:13:27+00:00,ferrywf, bagus pak jng mau terseret seret dng masalah formula bapak pasti pahan tabiat wan bego, bagus jng terseret seret dng formula pahan tabiat wan bego,bagus jng seret seret dng formula pah tabiat wan bego,false
272,2021-11-25 10:13:27+00:00,nada10062503,sesuatu tek3n presiden bertentangan dgn konstitusi implikasinya apa dicerahkan lah kita dong,tek3n presiden bertentangan dgn konstitusi implikasinya dicerahkan,tek3n presiden tentang dgn konstitusi implikasi cerah,false
273,2021-11-25 10:13:25+00:00,jabarekspres,kapolda jabar ungkap kronologi bentrokan ormas karawang,kapolda jabar ungkap kronologi bentrokan ormas karawang,kapolda jabar kronologi bentrok ormas karawang,true
274,2021-11-25 10:13:24+00:00,voidotid,wali kota pontianak edi rusdi kamtono memastikan tidak ada aparatur sipil negara asn yang mendapat bantuan sosia,wali kota pontianak edi rusdi kamtono memastikan tidak ada aparatur sipil negara asn mendapat bantuan sosial dari pemerintah,wali kota pontianak edi rusdi kamtono aparatur sipil negara asn bantu sosial perintah,true
275,2021-11-25 10:13:21+00:00,cintada16,tadi nemu berita kagak izinkan kak,nemu berita kagak izinkan kak,nemu berita kagak izin kak,false
276,2021-11-25 10:13:19+00:00,dewirahmis, sejak awal fpks dpr menolak cipta kerja sudah ingatkan bahwa dalam penyusunan harus cermat melibatkan banyak stakeholder, fpks dpr menolak cipta kerja ingatkan penyusunan cermat melibatkan stakeholder,fpks dpr tolak cipta kerja ingat susun cermat libat stakeholder,true
277,2021-11-25 10:13:17+00:00,twuicei,percepatrealisasiapbd terdapat daerah2 dgn capaian realisasi belanja tinggi rendah mendagri mengimbau daerah,percepatrealisasiapbd daerah2 dgn capaian realisasi belanja rendah mendagri mengimbau daerah,percepatrealisasiapbd daerah2 dgn capai realisasi belanja rendah mendagri imbau daerah,true
278,2021-11-25 10:13:17+00:00,olielleo, urusan sederhana gini aja ribet emang tai kucing hukum dinegeri ini karena nyangkut para pejabat aja diladenin coba mas, urusan sederhana gini aja ribet emang tai kucing hukum dinegeri nyangkut pejabat aja diladenin coba mas,urus sederhana gin aja ribet emang tai kucing hukum negeri nyangkut jabat aja diladenin coba mas,false
279,2021-11-25 10:13:07+00:00,iskandarhelmi47,tingkatkan keselamatan berkendara jasa marga amp irsp gelar rangkaian program road safety rangers,tingkatkan keselamatan berkendara jasa marga dan irsp gelar rangkaian program road safety rangers,tingkat selamat kendara jasa marga irsp gelar rangkai program road safety rangers,true
280,2021-11-25 10:13:05+00:00,republikaonline,lionel messi tampil mengecewakan ketika psg kalah dari man city,lionel messi tampil mengecewakan ketika psg kalah dari man city,lionel messi tampil kecewa psg kalah man city,true
281,2021-11-25 10:13:00+00:00,q8een_,smoga istiqomah kerap dituduh gubernur intoleran dan pro radikal anies demi akal sehat coba buktikan via ,smoga istiqomah kerap dituduh gubernur intoleran pro radikal anies akal sehat coba buktikan via,smoga istiqomah kerap tuduh gubernur intoleran pro radikal anies akal sehat coba bukti via,false
282,2021-11-25 10:13:00+00:00,detikoto,mostpopuler ada mobil konsep sampai gerobak listrik iems 2021,most populer ada mobil konsep gerobak sampai listrik iems 2021,most populer mobil konsep gerobak listrik iems 2021,true
283,2021-11-25 10:12:56+00:00,mmckalteng,wakil gubernur kalteng edy pratowo saat menghadiri pertemuan kemendagri bersama ojk dan asbanda dengan pemegang,wakil gubernur kalteng edy pratowo menghadiri pertemuan kemendagri ojk asbanda pemegang,wakil gubernur kalteng edy pratowo hadir temu kemendagri ojk asbanda pegang,true
284,2021-11-25 10:12:56+00:00,yovita030699, cipta kerja inkonstitusional buang tong sampah yang dibutuhkan rakyat indonesia adalah uu anti oligarki https, cipta kerja inkonstitusional buang tong sampah dibutuhkan rakyat indonesia uu anti oligarki,cipta kerja inkonstitusional buang tong sampah butuh rakyat indonesia uu anti oligarki,true
285,2021-11-25 10:12:53+00:00,solihpopeye, ganjar pranowo kita sibuk mikir upah buruh tapi lupa gaji guru, ganjar pranowo kuta sibuk mikir upah buruh lupa gaji guru,ganjar pranowo kuta sibuk mikir upah buruh lupa gaji guru,true
286,2021-11-25 10:12:51+00:00,dewirahmis, dalam amar putusannya mk menyatakan cipta kerja dinilai cacat formil dan inkonstitusional bersyarat dengan menentukan, dalam amar putusannya mk menyatakan uu cipta kerja dinilai cacat formil inkonstitusional bersyarat,amar putus mk uu cipta kerja nilai cacat formil inkonstitusional syarat,true
287,2021-11-25 10:12:50+00:00,yovita030699, menyatakan cipta kerja bertentangan dengan uud 1945, cipta kerja bertentangan uud 1945,cipta kerja tentang uud 1945,true
288,2021-11-25 10:12:47+00:00,twuicei,percepatrealisasiapbd mendagri menuturkan terdapat daerah2 dgn capaian realisasi belanja tinggi rendah menda,percepatrealisasiapbd mendagri daerah2 dgn capaian realisasi belanja rendah menda,percepatrealisasiapbd mendagri daerah2 dgn capai realisasi belanja rendah menda,true
289,2021-11-25 10:12:45+00:00,mayafasqual, rakyat mendagri ini luar biasa begitu melihat data serapan apbd daerah daerah realisasi nya diatas , rakyat mendagri data serapan apbd daerah daerah realisasi nya diatas,rakyat mendagri data serap apbd daerah daerah realisasi nya atas,true
290,2021-11-25 10:12:43+00:00,deguzel_, menyatakan cipta kerja bertentangan dengan uud 1945, cipta kerja bertentangan uud 1945,cipta kerja tentang uud 1945,true
291,2021-11-25 10:12:43+00:00,antaranews,shesar hiren alami cedera lutut sehingga memaksanya mundur dari pertandingan saat melawan rasmus gemke gim perta,shesar hiren alami cedera lutut memaksanya mundur pertandingan melawan rasmus gemke gim perta,shesar hiren alami cedera lutut paksa mundur tanding lawan rasmus gemke gim perta,true
292,2021-11-25 10:12:41+00:00,arkuyyy,japri aja bre kalo butuh joki ,japri aja bre kalo butuh joki,japri aja bre kalo butuh joki,false
293,2021-11-25 10:12:38+00:00,rinogarea, menyatakan cipta kerja bertentangan dengan uud 1945, cipta kerja bertentangan uud 1945,cipta kerja tentang uud 1945,true
294,2021-11-25 10:12:34+00:00,naswar1972, menyatakan cipta kerja bertentangan dengan uud 1945, cipta kerja bertentangan uud 1945,cipta kerja tentang uud 1945,true
295,2021-11-25 10:12:30+00:00,misserinorla, penafian sebaran berita palsu berkaitan status eksesais pengambilan pdrm sumber unit pengambilan polis diraja malaysia https, penafian sebaran berita palsu berkaitan status eksesais pengambilan pdrm sumber unit pengambilan polis diraja malaysia,nafi sebar berita palsu kait status eksesais ambil pdrm sumber unit ambil polis diraja malaysia,true
296,2021-11-25 10:12:28+00:00,dewirahmis, cipta kerja inkonstitusional buang tong sampah yang dibutuhkan rakyat indonesia adalah uu anti oligarki https, cipta kerja inkonstitusional buang tong sampah dibutuhkan rakyat indonesia uu anti oligarki,cipta kerja inkonstitusional buang tong sampah butuh rakyat indonesia uu anti oligarki,false
297,2021-11-25 10:12:26+00:00,kenlisananda,zain duh pak sinder join nih fix berita penting inimah,zain duh sinder join nih fix berita inimah,zain duh sinder join nih fix berita inimah,false
298,2021-11-25 10:12:20+00:00,tomtracker2, jelas sejak awal inisiatif skenario pembiayaan dan kepanitiaan penyelenggaraan formula menjadi domain pempr, inisiatif skenario pembiayaan kepanitiaan penyelenggaraan formula domain pempr,inisiatif skenario biaya panitia selenggara formula domain pempr,false
299,2021-11-25 10:12:20+00:00,dekdio12,bisa gak ngemute semua berita konyol selebritis rebutan warisan dan tante mudanya gala terutama,gak ngemute berita konyol selebritis rebutan warisan tante mudanya gala,gak ngemute berita konyol selebritis rebut waris tante muda gala,false
300,2021-11-25 10:12:19+00:00,andracadabra1,apresiasi pemda yang apbd nya tinggi ini luar biasa mantap percepatrealisasiapbd,apresiasi pemda apbd nya mantap percepatrealisasiapbd,apresiasi pemda apbd nya mantap percepatrealisasiapbd,true
301,2021-11-25 10:12:06+00:00,chokinetto, dyson tamatkan hubungan dengan pembekalnya malaysia atas dakwaan buruh paksa awaninews awani745, dyson tamatkan hubungan pembekalnya malaysia dakwaan buruh paksa awaninews awani745,dyson tamat hubung bekal malaysia dakwa buruh paksa awaninews awani745,true
302,2021-11-25 10:12:05+00:00,idupiniindah, hari ini ada keluar berita tentang pembelian bailout konsesi aes zaman najib dengan harga kesuluruhan berjumlah rm668 , berita pembelian bailout konsesi aes zaman najib harga kesuluruhan rm668,berita beli bailout konsesi aes zaman najib harga kesuluruhan rm668,false
303,2021-11-25 10:12:03+00:00,goriaucom,ppkm level iii nataru 2022 pemerintah jangan kesampingkan faktor ekonomi,ppkm level di iii nataru 2022 pemerintah jangan kesampingkan faktor ekonomi,ppkm level iii nataru 2022 perintah samping faktor ekonomi,true
304,2021-11-25 10:12:03+00:00,senimankntmplr, mengejyutkan mari kita lihat isi putusan lebih lanjutnya , mengejyutkan mari lihat isi putusa,mengejyutkan mari lihat isi putusa,false
305,2021-11-25 10:12:02+00:00,ciarroororororo,gue ngga buka ngga ada sehari ketinggalan berita banyak beud,gue ngga buka ngga sehari ketinggalan berita beud,gue ngga buka ngga hari tinggal berita beud,false
306,2021-11-25 10:11:58+00:00,pdrmsia,penafian sebaran berita palsu berkaitan status eksesais pengambilan pdrm sumber unit pengambilan polis diraja mal,penafian sebaran berita palsu berkaitan status eksesais pengambilan pdrm sumber unit pengambilan polis diraja mal,nafi sebar berita palsu kait status eksesais ambil pdrm sumber unit ambil polis diraja mal,true
307,2021-11-25 10:11:58+00:00,rizalnidttn, laporan transparency international menempatkan indonesia sebagai negara berisiko tinggi terjadi korupsi anggaran pertahanan, laporan transparency international menempatkan indonesia negara berisiko korupsi anggaran pertahanan,lapor transparency international tempat indonesia negara risiko korupsi anggar tahan,true
308,2021-11-25 10:11:56+00:00,geegeekajang, adakah berdegup jantunghati kita apabila membaca berita sebegini atau tak kisah jika tak rasa apa2 mungkin bagus juga tanya, adakah berdegup jantunghati membaca berita kisah apa2 bagus,ada degup jantunghati baca berita kisah apa2 bagus,false
309,2021-11-25 10:11:41+00:00,marwanmarzuki10,hahaha lagi cepat dari berita,hahaha cepat berita,hahaha cepat berita,false
310,2021-11-25 10:11:41+00:00,salatigapd,bupati mamteng rhp berikan bantuan pembangunan masjid arafah 100 juta papua,bupati mamteng rhp bantuan pembangunan masjid arafah 100 juta papua,bupati mamteng rhp bantu bangun masjid arafah 100 juta papua,true
311,2021-11-25 10:11:39+00:00,jaemsyncityx, bener2 deh knapa berita akhir2 ini serem bgt pemerkosaan pencabulan pembunuhan penyiksaan what the fuck manu, bener2 deh knapa berita akhir2 serem bgt pemerkosaan pencabulan pembunuhan penyiksaan what the fuck manu,bener2 deh knapa berita akhir2 rem bgt perkosa cabul bunuh siksa what the fuck manu,false
312,2021-11-25 10:11:38+00:00,cahya_orlando, din syamsuddin desakan pembubaran fpi itu boleh jadi asli maka itu menunjukkan bahwa kelompok anti islam islamophobia yang , din syamsuddin desakan pembubaran fpi asli kelompok anti islam islamophobia,din syamsuddin desa bubar fpi asli kelompok anti islam islamophobia,false
313,2021-11-25 10:11:38+00:00,rumabutar15, strategi erick thohir bantu pengusaha kecil naik kelas dengan hadirnya sebagai menteri bumn ini telah membawa, strategi erick thohir bantu pengusaha kelas hadirnya menteri bumn membawa,strategi erick thohir bantu usaha kelas hadir menteri bumn bawa,true
314,2021-11-25 10:11:33+00:00,parkmelta2707, hutan mangrove tersebut bakal dipamerkan presiden joko widodo jokowi dalam konferensi tingkat tinggi the group twenty , hutan mangrove dipamerkan presiden joko widodo jokowi konferensi tingkat tinggi the group twenty,hutan mangrove pamer presiden joko widodo jokowi konferensi tingkat the group twenty,true
315,2021-11-25 10:11:33+00:00,mr_cili, terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab pemprov dki, terkait isu pemilihan vanue formula ditentukan presiden tegaskan tanggung jawab pemprov dki,kait isu pilih vanue formula tentu presiden tegas tanggung pemprov dki,true
316,2021-11-25 10:11:26+00:00,andracadabra1,minta pemda percepat realisasi apbd 2021 amp ini arahan bapak presiden lho gaes percepatrealisasiapbd,pemda percepat realisasi apbd 2021 amp arahan presiden lho gaes percepatrealisasiapbd,pemda cepat realisasi apbd 2021 amp arah presiden lho gaes percepatrealisasiapbd,true
